source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0006559,L-phenylalanine catabolic process,0.0032354853841596973,True,"""The chemical reactions and pathways resulting in the breakdown of phenylalanine, 2-amino-3-phenylpropanoic acid."" [GOC:go_curators]",9,87,3,21925,0.034482758620689655,0.3333333333333333,query_1,"['GO:0006558', 'GO:0009074', 'GO:1902222']",0.0858641571620779
GO:BP,GO:0016042,lipid catabolic process,0.003306507264306824,True,"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",240,87,8,21925,0.09195402298850575,0.03333333333333333,query_1,"['GO:0006629', 'GO:0009056']",0.22810395575409176
GO:BP,GO:0009056,catabolic process,0.004115329389908104,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",1378,87,18,21925,0.20689655172413793,0.013062409288824383,query_1,['GO:0008152'],0.4935714617051691
GO:BP,GO:0008610,lipid biosynthetic process,0.0045267031713887166,True,"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",629,87,12,21925,0.13793103448275862,0.019077901430842606,query_1,"['GO:0006629', 'GO:0009058']",0.3233404113761685
GO:BP,GO:0006520,amino acid metabolic process,0.0056706324279895744,True,"""The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups."" [ISBN:0198506732]",435,87,10,21925,0.11494252873563218,0.022988505747126436,query_1,['GO:0044238'],0.25820327619468675
GO:BP,GO:0010224,response to UV-B,0.006908862355341882,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-B radiation stimulus. UV-B radiation (UV-B light) spans the wavelengths 280 to 315 nm."" [GOC:tb]",73,87,5,21925,0.05747126436781609,0.0684931506849315,query_1,['GO:0009411'],0.1241720379103879
GO:BP,GO:0033993,response to lipid,0.007051938884323549,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",1022,87,15,21925,0.1724137931034483,0.014677103718199608,query_1,['GO:0042221'],0.37098128623663734
GO:BP,GO:0009620,response to fungus,0.007792942678349653,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."" [GOC:hb]",664,87,12,21925,0.13793103448275862,0.018072289156626505,query_1,['GO:0051707'],0.29079979561916386
GO:BP,GO:0009684,indoleacetic acid biosynthetic process,0.00840112200153587,True,"""The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants."" [ISBN:0387969845]",12,87,3,21925,0.034482758620689655,0.25,query_1,"['GO:0009683', 'GO:0009851', 'GO:0042435', 'GO:0072330']",0.07157457615166217
GO:BP,GO:0042742,defense response to bacterium,0.009051456995001457,True,"""Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."" [GOC:jl]",363,87,9,21925,0.10344827586206896,0.024793388429752067,query_1,"['GO:0009617', 'GO:0098542']",0.21137394906725623
GO:BP,GO:0006576,biogenic amine metabolic process,0.0095605477064147,True,"""The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."" [GOC:jl, ISBN:0395825172]",78,87,5,21925,0.05747126436781609,0.0641025641025641,query_1,['GO:0009308'],0.11606420845224631
GO:BP,GO:0001101,response to acid chemical,0.00991447644637187,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]",464,87,10,21925,0.11494252873563218,0.021551724137931036,query_1,['GO:0042221'],0.2303138177742756
GO:BP,GO:0009683,indoleacetic acid metabolic process,0.010890116388872054,True,"""The chemical reactions and pathways involving indole-3-acetic acid, a compound which functions as a growth regulator in plants."" [GOC:mah]",13,87,3,21925,0.034482758620689655,0.23076923076923078,query_1,"['GO:0009850', 'GO:0032787', 'GO:0042430']",0.06768853374714175
GO:BP,GO:0009725,response to hormone,0.011509456688719586,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",1635,87,19,21925,0.21839080459770116,0.011620795107033639,query_1,"['GO:0009719', 'GO:0042221']",0.4234477972836661
GO:BP,GO:0009719,response to endogenous stimulus,0.01160840241900201,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1636,87,19,21925,0.21839080459770116,0.011613691931540342,query_1,['GO:0050896'],0.4226359006272473
GO:BP,GO:0000302,response to reactive oxygen species,0.013054293306879407,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]",140,87,6,21925,0.06896551724137931,0.04285714285714286,query_1,"['GO:0006979', 'GO:1901700']",0.1299480437035598
GO:BP,GO:0008652,amino acid biosynthetic process,0.017888293670362175,True,"""The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents."" [ISBN:0198506732]",220,87,7,21925,0.08045977011494253,0.031818181818181815,query_1,"['GO:0006520', 'GO:0009058']",0.14059790330754843
GO:BP,GO:0170034,L-amino acid biosynthetic process,0.021545318016621712,True,"""The chemical reactions and pathways resulting in the formation of L-amino acids, the L-enantiomers of amino acids."" [GOC:edw]",153,87,6,21925,0.06896551724137931,0.0392156862745098,query_1,"['GO:0170033', 'GO:1901607']",0.11494117870248136
GO:BP,GO:0009409,response to cold,0.02355134173431032,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."" [GOC:lr]",410,87,9,21925,0.10344827586206896,0.02195121951219512,query_1,"['GO:0006950', 'GO:0009266']",0.16841217370434008
GO:BP,GO:0051716,cellular response to stimulus,0.02381651673734271,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",2897,87,26,21925,0.2988505747126437,0.008974801518812565,query_1,"['GO:0009987', 'GO:0050896']",0.4850708694738681
GO:BP,GO:0070542,response to fatty acid,0.027227688393477348,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fatty acid stimulus."" [GOC:lp]",235,87,7,21925,0.08045977011494253,0.029787234042553193,query_1,"['GO:0033993', 'GO:1901700']",0.1259186735421935
GO:BP,GO:0170038,proteinogenic amino acid biosynthetic process,0.02866511204794395,True,"""The chemical reactions and pathways resulting in the formation of any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",161,87,6,21925,0.06896551724137931,0.037267080745341616,query_1,"['GO:0046394', 'GO:0170039']",0.10638940388200988
GO:BP,GO:0010597,green leaf volatile biosynthetic process,0.030243693123153084,True,"""The chemical reactions and pathways resulting in the formation of volatile molecules emitted from green plants, such as hexenal, hexenol and hexenyl acetate, from linoleic acid or linolenic acid."" [PMID:17163881]",3,87,2,21925,0.022988505747126436,0.6666666666666666,query_1,['GO:0019372'],0.034927935110086045
GO:BP,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,0.030628024594792087,True,"""The chemical reactions and pathways resulting in the breakdown of erythrose 4-phosphate/phosphoenolpyruvate family amino acid."" [GOC:pr, GOC:TermGenie]",18,87,3,21925,0.034482758620689655,0.16666666666666666,query_1,"['GO:0170035', 'GO:0170040', 'GO:1902221']",0.05220279354595054
GO:BP,GO:0009074,aromatic amino acid family catabolic process,0.030628024594792087,True,"""The chemical reactions and pathways resulting in the breakdown of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",18,87,3,21925,0.034482758620689655,0.16666666666666666,query_1,"['GO:0009072', 'GO:0046395']",0.05220279354595054
GO:BP,GO:0046283,anthocyanin-containing compound metabolic process,0.037909350005345906,True,"""The chemical reactions and pathways involving anthocyanins, any member of a group of intensely colored soluble glycosides of anthocyanidins that occur in plants. They are responsible from most of the scarlet, purple, mauve and blue coloring in higher plants, especially of flowers."" [ISBN:0198506732]",53,87,4,21925,0.04597701149425287,0.07547169811320754,query_1,"['GO:0009812', 'GO:0042440']",0.06534499595097336
GO:BP,GO:0010311,lateral root formation,0.04081863575641992,True,"""The process that gives rise to a lateral root. This process pertains to the initial formation of a structure from unspecified parts. A lateral root primordium represents an organized group of cells derived from the root pericycle that will differentiate into a new root, as opposed to the initiation of the main root from the embryo proper."" [GOC:tair_curators, PMID:17259263]",54,87,4,21925,0.04597701149425287,0.07407407407407407,query_1,"['GO:0009791', 'GO:0010102', 'GO:1905393']",0.06386857537475543
GO:BP,GO:0009612,response to mechanical stimulus,0.049492597007841546,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]",21,87,3,21925,0.034482758620689655,0.14285714285714285,query_1,"['GO:0009605', 'GO:0009628']",0.045015853689914655
