source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0048523,negative regulation of cellular process,0.0002260140724630495,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5510,111,55,20972,0.4954954954954955,0.009981851179673321,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']",1.8065094464739255
GO:BP,GO:0048519,negative regulation of biological process,0.00038398658751349055,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5753,111,56,20972,0.5045045045045045,0.00973405179906136,query_1,"['GO:0008150', 'GO:0050789']",1.7232279362602005
GO:MF,GO:0030674,protein-macromolecule adaptor activity,0.0005534712000596179,True,"""An adaptor activity that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."" [GOC:bf, GOC:mah, GOC:vw]",1157,110,21,20208,0.19090909090909092,0.018150388936905792,query_1,['GO:0060090'],0.6217727675274543
GO:BP,GO:0009893,positive regulation of metabolic process,0.0005854591096836405,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3410,111,40,20972,0.36036036036036034,0.011730205278592375,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']",1.1648661016334934
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,0.000667063446456177,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3152,111,38,20972,0.34234234234234234,0.012055837563451776,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']",1.0872220591651036
GO:MF,GO:0060090,molecular adaptor activity,0.0014309588257607772,True,"""The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way."" [GOC:mtg_MIT_16mar07, GOC:vw]",1334,110,22,20208,0.2,0.01649175412293853,query_1,['GO:0003674'],0.5688745724796523
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,0.0032760085763804485,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1237,111,21,20972,0.1891891891891892,0.016976556184316895,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']",0.47006985918067895
GO:BP,GO:0043484,regulation of RNA splicing,0.011916696389728672,True,"""Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."" [GOC:jl]",186,111,8,20972,0.07207207207207207,0.043010752688172046,query_1,"['GO:0008380', 'GO:0010468', 'GO:0080090']",0.13865543245751044
GO:MF,GO:0008134,transcription factor binding,0.01253079487725636,True,"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]",597,110,13,20208,0.11818181818181818,0.021775544388609715,query_1,['GO:0005515'],0.22478434480709744
GO:CC,GO:0070603,SWI/SNF superfamily-type complex,0.039435378259638075,True,"""A protein complex that contains an ortholog of the Saccharomyces ATPase Swi2/Snf2 as one of the catalytic subunit components (ATPase) and mediates assembly of nucleosomes, changes to the spacing or structure of nucleosomes, or some combination of those activities in a manner that requires ATP."" [GOC:bhm, GOC:krc, GOC:mah, PMID:16155938]",96,110,5,22155,0.045454545454545456,0.052083333333333336,query_1,"['GO:0000785', 'GO:0140513', 'GO:1904949']",0.06382336314158986
