Gene,Frequency
MAP3K1,650
REP15,650
MNS1,649
OSTF1,649
SOX4,649
MSTO1,648
SLC2A9,648
SLC47A1,648
YRDC,648
ZFYVE1,648
PLB1,647
SLC7A2,647
TMEM132B,646
LRRC8A,645
PANX1,645
WDR91,645
BEST2,644
LIN28A,644
RMI1,643
SERF2,643
ZCCHC3,643
ANGPTL4,642
DIS3L2,642
PPIE,641
TMEM120A,641
TUBA4A,641
APOO,640
USP9X,640
CNIH4,639
DGAT2,638
ITSN2,638
ALK,637
SLC13A4,637
TBC1D8B,637
SYNJ2BP,636
TOB2,636
CD34,635
GEN1,634
OSBPL1A,634
RNF121,634
SPATA7,634
ABHD4,633
C22orf23,633
IGFN1,633
MDM4,633
PLEKHA5,633
PROX1,633
YPEL3,633
SLC35B4,632
UBQLN1,632
CADM2,631
HSD17B14,631
SLC9A2,631
REPS1,630
SLMAP,630
MAP6D1,629
RNASEH2B,629
SLC27A4,629
PPP2R1B,628
NEB,627
SFXN4,627
ZMYND11,627
BMF,626
USP37,626
ACOT6,625
HIBCH,624
TMOD2,624
CR1,623
DSEL,623
PACS1,623
CCDC88A,622
FGG,622
TDP1,622
TNRC6C,622
ACTN4,621
SLC45A4,618
B4GALNT1,616
TBXAS1,616
GADD45GIP1,615
PCDHB15,615
BMAL1,614
ENPEP,614
SLC12A8,614
SYT12,614
USP40,612
BOC,611
CLTA,611
SPOCK3,611
HIPK2,610
RAB39B,610
ABCB1,609
CYP19A1,609
HK2,609
USP13,609
CLASP2,608
CRNKL1,608
ABCA13,607
SLITRK2,607
JPH2,606
CEP250,605
VSTM2L,605
PDE12,604
SERPINA9,603
IDS,602
SLC38A5,602
YIF1B,602
ACTN2,601
FZD5,601
SLC29A4,601
GAS2L3,600
METTL6,600
SLC22A11,600
TIPIN,600
KCNE3,598
KRT6B,597
EIF2A,596
NOC4L,596
UNC13D,596
ZNF622,595
CAV3,594
IMMT,594
SLC25A26,594
SYCP2L,594
ZFYVE19,594
CS,592
IGFBP1,590
MRPL38,590
SLC37A1,590
KANK1,589
ZNF302,589
SCAMP2,587
IFT57,586
LRRC8D,586
DVL2,585
GM2A,584
MMAB,584
UGGT1,584
PDXDC1,582
CAMSAP1,581
EEPD1,581
MCC,580
MPPED1,580
RAB31,580
SLC38A10,580
EGLN3,579
FXN,579
SAMD8,579
ZNF664,579
CPEB1,578
PCDH18,576
PLEKHA4,576
SPRY3,576
CEP135,575
COLEC11,574
ITGA4,574
SLC25A30,574
INSR,573
JPH3,573
KRT27,573
SPRED1,573
C1QTNF1,572
ARRB1,571
ABHD12,570
DCT,570
GDAP1,570
ZDHHC8,570
LRRC8E,568
RELL1,568
SKA1,568
ST8SIA2,567
KCNH3,565
MAP1LC3B,565
SPATA6,565
MAPK9,564
MATR3,564
ORMDL1,564
ABCC3,563
ALB,563
IP6K2,563
ARL11,562
SNAP47,562
CLEC12A,561
CRTAP,561
HEATR5A,561
KIF1B,561
CNTROB,559
FAR2,559
SYTL3,559
SAR1B,558
FXR1,557
NEK10,557
SLC2A12,557
SLC30A8,557
TRPV3,556
ABL2,554
STAG3L3,554
WNK1,554
ACVR2A,553
GPR137C,553
KYNU,553
PRRC1,553
SH3BP4,553
FAM91A1,550
NF1,550
NUS1,550
ANKRD40,549
NUP107,549
TFB1M,549
CENPM,548
MAGOHB,548
ZNF169,548
NDUFA11,547
RDH11,547
ATP11C,546
ATP6V0E2,545
RABGEF1,544
ERGIC2,543
ICA1L,543
NDUFS8,543
OSR2,543
PSMF1,543
STARD9,543
SYCE1,543
HMGCS1,542
MYSM1,542
ANKRD13C,540
IFT74,540
TRIM39,540
MTX3,538
NDUFV3,538
ANO4,537
FAM162A,536
GLYCTK,536
KIF9,536
RNF207,536
BPI,535
KRT78,535
BMP5,532
DHX37,532
RPL22L1,532
PTPN2,531
LDB3,530
MAGOH,528
MBLAC2,528
OTUD5,528
ABHD2,527
AMIGO1,527
DENND1A,527
ITGB2,527
PRND,527
PMS1,526
PPIL1,526
ANGPT2,525
CNRIP1,525
FGB,525
AARSD1,524
DNAJC5,524
CDC42SE2,522
COX18,522
PET117,522
PLOD3,522
TMEM70,522
ANXA11,521
EIF4E,521
DIAPH3,520
MYL3,520
TTC19,519
NDUFAF4,518
PRMT1,518
ERMN,517
INSL6,517
LRRC23,516
OAS2,515
AK4,514
LINGO1,514
BDH2,513
FOXC1,512
GOLT1B,512
MICALL2,512
DNER,510
FBLIM1,509
COL8A2,508
CERCAM,507
CNTN4,507
PLXNC1,507
STK10,507
AGPAT2,506
CEBPA,504
CFAP418,504
FAM114A2,504
ANAPC5,503
IGF1R,503
TREML2,503
TRIM6,503
VTI1B,503
PPP2R3C,501
PTPRQ,501
QSOX1,501
HYCC1,498
SCO1,498
SOAT1,498
VSTM2A,498
TRMT6,497
CTU2,495
AHI1,494
MAVS,494
MEF2C,494
RFC5,494
SLC17A5,494
TAF9B,494
FRMD5,493
IZUMO1,493
SLC30A1,493
SIPA1L2,492
WRNIP1,492
SNAI2,491
AFG2A,490
CARD17P,490
SMTNL1,490
ATXN2L,489
GAB1,488
SMYD1,488
UBE2Z,488
ESCO2,487
FHOD3,487
VNN2,486
CDHR3,485
SH3GL3,485
ITGA8,484
TTN,484
ATL3,483
LTBP3,483
UHRF1,483
CCDC85C,482
ANKRD50,480
FBXW7,480
NOC2L,480
PTEN,480
KDM2B,479
FANCE,478
SMC6,478
TRMT61B,478
DUSP13B,477
EURL,476
SLITRK1,476
SPAG16,475
DAB2IP,473
TUBE1,473
AKAP13,472
NPC1,472
SYNPO2,472
TMEM117,472
B3GAT1,469
RAD50,465
SPRR2F,465
TMEM120B,465
UNC5C,465
ZC3H12A,465
ITGA11,464
NRSN2,464
PLA1A,464
CYB5B,463
DNAJC21,463
ADAM22,462
LUZP1,461
SIX3,461
PRKCI,460
RAB24,460
EYA4,459
ACTC1,458
GJB6,458
MPZL2,458
RBM25,458
DAB1,457
CIAPIN1,456
PARVG,456
SNIP1,456
ANKRD54,455
CLEC16A,454
CP,454
ADCY1,453
ANO7,453
BMP2,453
DBT,453
FNIP1,453
STEAP4,453
TMLHE,453
NPLOC4,452
CBLN4,451
MARK1,450
BMP7,448
CAMKK2,448
TMED2,448
TMSB10,448
ACACA,447
LRFN4,447
DPP10,446
NUP43,446
CYFIP2,445
SCEL,445
TTR,445
CAPN1,444
P4HTM,444
PURB,444
FBN1,442
NOS1,442
ANKRD28,441
LACTB,441
CGN,440
COQ10A,440
ECT2,440
GNPNAT1,440
LPCAT2,440
MRS2,439
RND2,439
UNC13C,439
ZPBP,438
HS3ST3A1,437
TPM2,437
TPM3,437
DHX58,436
PBLD,435
SFRP1,435
ATP2B2,434
MAP7D2,434
THSD7B,434
CCDC50,433
UTP14A,432
APLN,431
PHF3,431
EIF4G1,430
ORC6,430
IL15,429
CSPG5,428
GAPDH,428
RRAGC,427
TMEM50B,427
TRPM7,427
CLIC4,426
GEMIN8,426
PPP3CB,426
TMEM65,426
DDX19B,424
KRTAP19-3,424
ENC1,423
SLC12A2,423
UNC5D,423
EPB41L3,422
INSC,422
RBM41,422
TMEM100,422
CHML,421
MICAL3,421
PLEKHM3,421
SMAD4,421
TDRD12,420
SDK1,419
FGFRL1,418
SLC44A1,417
SORL1,417
SPRED2,417
DPH5,413
GRAMD1C,413
C3orf38,412
BMP4,411
EXOC2,411
HPS6,411
KANK4,411
MBD5,411
SAXO5,411
AGGF1,409
ASPH,409
SETMAR,408
TAF1,408
FERMT1,407
EPHA4,406
NLGN1,406
ORMDL2,406
SAMD9,406
AIG1,405
CLMN,405
EPB41L4B,405
GCLM,405
TMEM143,403
MOBP,402
PLAC1,402
UBIAD1,402
PHGDH,400
ECSIT,399
SPEF2,399
TLN1,399
HOOK3,398
PPP1R12B,398
FASTK,397
MAP1B,397
GABRB3,395
PGLS,395
SCN2A,395
CYP3A5,394
SFRP2,394
CHST3,393
CR1L,393
GSPT1,393
UBR5,393
GDF11,392
CHST7,391
HOXB6,391
EHD4,389
STAT1,389
BMP2K,388
RABEP2,387
SPOPL,387
ABCA5,386
GRIP1,386
TGFB3,384
ABCA7,383
CLU,383
DVL1,383
INTU,383
MYO10,383
ASB1,382
PSMA8,382
TMEM9,382
PCSK5,381
AMIGO2,380
RRAGD,379
USP53,379
POPDC2,378
PSMG2,378
PDE4D,377
SMAP1,377
JPH4,376
KAT2B,376
SCN4B,376
SMTN,376
WDR81,376
IGSF10,375
LIMCH1,375
NHEJ1,375
SLITRK4,375
SNTB1,375
B3GNT2,374
SEC61A2,374
RIOK3,373
STXBP4,373
VAPA,373
CORO1B,372
LYRM4,372
CSPP1,369
NBEAL2,368
PRODH2,368
ECHDC1,367
ERLEC1,367
GET4,367
PSMD13,367
RAB1B,367
TRIM10,367
BCAN,366
CGRRF1,365
MMP25,365
REC8,365
TBC1D24,365
COL13A1,364
TRPT1,364
FADS2,363
HEMGN,363
IGF1,363
MPRIP,363
SERAC1,363
STEAP2,363
SYS1,363
TSKS,363
AGPAT3,362
ISYNA1,362
MYO3A,362
WDR1,362
MAFG,361
RNF180,361
SIX1,361
TSEN34,361
ANK1,360
CRAT,360
MAP1S,360
MTMR9,360
NCS1,360
ACYP2,359
CHIA,359
GGPS1,359
KIF18B,359
MORC3,359
TUBA8,359
BAIAP2L1,358
EGFL7,358
IMPA2,358
KCNH1,358
MYOF,358
PPFIA4,358
RILP,358
TRAF3IP1,358
AMN,357
HOXD11,357
KLC2,357
LSAMP,357
RPS24,357
ING4,356
MCM4,356
MYBPHL,356
SYT8,356
CHRNA3,355
COL5A3,355
PRLR,355
ST7L,355
ASTN2,354
IBSP,354
RECQL4,354
TPRN,354
USP6NL,354
BBLN,353
DNAJC4,353
DOK3,353
PPTC7,353
ADAMTS2,352
GPT2,352
MT1M,352
PCSK7,352
GPCPD1,351
SAMHD1,351
DLL3,350
PIGN,350
PTPRC,350
SYNPO2L,350
COL5A2,349
MAPK1,349
MTMR14,349
PSMD7,349
COL12A1,348
CORO6,348
DOCK6,348
EMP1,348
KNDC1,348
OBP2B,348
OXR1,348
THOC3,348
UGT3A2,348
DYNC1LI2,347
EID3,347
PTGFRN,347
TUBGCP5,347
ADAMTS10,346
ANKRD11,346
DYNC1H1,346
RHOJ,346
UROC1,346
ACAD8,345
ADAMTSL5,345
ALS2CL,345
CCDC28B,345
COL17A1,345
SCRN2,345
SLC7A8,345
PAWR,344
SLC27A6,344
ARL8A,343
ARRDC5,343
DIP2B,343
DNAI2,343
KCNQ1,343
LRCH3,343
PLAA,343
TRAPPC5,343
TUBB3,343
WDR12,343
DNAH10,342
MTMR10,342
MYH14,342
PRKRIP1,342
SCAMP4,342
AVPI1,341
ESPNL,341
KLHL36,340
LRRC34,340
PRSS55,340
TTLL2,340
HNRNPUL2,339
KIAA1217,339
LGALS16,339
NFASC,339
EPB41L5,338
PXMP4,338
RBM15,338
RWDD2B,338
SPESP1,338
TACC2,338
THNSL2,338
INF2,337
IVNS1ABP,337
WDR90,337
CCDC136,336
HSPA14,336
IMMP2L,336
MTFP1,336
NDUFC2,336
SLC35F2,336
TMEM64,336
ADAMTS14,335
COG1,335
DDX31,335
LAMC3,335
PRSS3,335
PTGR3,335
SDAD1,335
TMEM14B,335
HEXB,334
KIAA1191,334
NDUFA2,334
NDUFA3,334
NLGN3,334
PAQR8,334
TRIOBP,334
TRNP1,334
CDK5R2,333
NEXN,333
SASS6,333
TAPBPL,333
ADPGK,332
DNAH8,332
G3BP1,332
USP8,332
APOOL,331
LEMD2,331
MKS1,331
PDGFC,331
MFSD2A,330
SORBS3,330
AKIRIN1,329
KRT82,329
MICAL2,329
SVIP,329
WIPF2,329
BTRC,328
CORO7,328
CCDC88B,327
BOLA3,326
CHDH,326
FAT4,326
PI15,326
SIPA1L3,326
TMEM128,326
TTC27,326
CFC1,325
EML4,325
PLVAP,325
PRRG4,325
AGBL5,324
ANKRD26,324
ARFGEF1,324
COL27A1,324
TBC1D10A,324
THSD7A,324
TOR1AIP2,324
DOCK8,323
NRP2,323
PRKAG2,323
HOXA13,322
KIAA1614,322
MSL1,322
PIGS,322
RELT,322
SPPL2B,322
FLYWCH2,321
KATNAL2,321
SLIT1,321
TEKT5,321
DYRK2,320
MAPK8,319
OBSL1,319
PARD3B,319
RPL10L,319
SMC2,319
ADCY5,318
CDH5,318
CEMP1,318
FNBP1,318
ADAMTS7,317
ECE2,317
VPS36,317
ACER3,316
TXNDC2,316
DBN1,315
HAUS1,314
KIF20B,314
LRSAM1,314
MYO15A,314
PACSIN1,314
TRIM54,314
CACNA1G,313
CHMP1B,313
PTPMT1,313
CTNNB1,312
LAMA1,312
NAT1,312
SURF4,312
TPPP,312
DUSP18,311
ESYT2,311
FER1L5,310
GFOD2,310
HCN4,310
KNG1,310
MRPS30,310
ZMYM2,310
C5orf46,309
CAMK2N2,309
CRB2,309
TLE3,309
HPS3,308
BNIP2,307
LDHD,307
RHOT2,307
TMEM108,307
C17orf99,306
CD300LG,306
CGNL1,306
KLHL20,306
PFDN2,306
PKN3,306
SEMA3F,306
SMARCAD1,306
VASN,306
PRMT6,305
SPTBN5,305
ST6GALNAC4,305
FGF11,304
RAB12,304
AP2A1,303
CADM4,303
RALGAPB,303
THUMPD3,303
TSSK6,303
UBE2D3,303
FGF6,302
SEMA3G,302
TMED5,302
ARFGAP1,301
CDC14A,301
CNTNAP1,301
GNAT1,301
HDAC7,301
PAPLN,301
ULK4,301
DPYS,300
FCHO2,300
MLST8,300
TECR,300
NCKIPSD,299
PRSS37,299
STX2,299
ZYG11B,299
GTPBP4,298
NBN,298
NHSL3,298
TSSK3,298
TUBGCP2,298
CD47,297
CLSPN,297
EPS8L2,297
FBXW8,297
GNA11,297
GPR37L1,297
IL17RC,297
PAPPA2,297
STRADA,297
TAS1R1,297
XPNPEP1,297
HAUS2,295
PPIH,295
ROBO2,295
MCOLN1,294
NAT8B,294
PARP16,294
RPS6KB1,294
TOLLIP,294
ATAT1,293
CTSZ,293
DFFA,293
GDF9,293
GOLGA8H,293
RHOBTB3,293
SEMA5B,293
CSNK2A2,292
DLG1,292
HUWE1,292
IL17RD,292
INO80B,292
OGFOD1,292
HOOK1,291
KLB,291
NEIL3,291
KALRN,290
SGSM1,290
B2M,289
PSEN2,289
SLC39A5,289
ATP2C1,288
ROPN1L,288
STX4,288
ART5,287
MBTPS2,287
PDLIM3,287
PNPT1,287
STUB1,287
TUBA1A,287
CACNG4,286
SEC62,286
ACSS1,285
ASNSD1,285
GGT7,285
KLC1,285
LCA5L,285
GPRIN1,284
IQCE,284
LRRFIP2,284
NCAPG2,284
NEK6,284
SLC25A36,284
TSPYL1,284
ZMYM6,284
COL4A2,283
FARP2,283
IFT52,283
JKAMP,283
PLEKHJ1,283
RSPO2,283
CSNK1E,282
MMP16,282
SEMA6D,282
COPS7B,280
IPO4,280
SETD4,280
UBQLN2,280
HAUS6,279
RHOF,279
SFTA3,279
CFL2,278
CLN6,278
GJA5,278
KCTD13,278
MKNK1,278
PHACTR3,278
REEP6,278
EID2,277
HLCS,277
MGAT4B,277
OXCT2,277
SEMA6A,277
AMOTL1,276
ARRDC1,276
CACNA1I,276
CACNA2D3,276
CD22,276
KRT6C,276
FBXO41,275
TXNDC16,274
ULK3,274
MTSS1,273
ODF2L,273
PHACTR4,273
SHARPIN,273
MIS12,272
PTPRE,272
RAB18,272
SPTAN1,272
SYNJ2,272
THSD4,272
ERP27,271
INTS4,271
KLHL18,271
SRA1,271
TSPAN15,271
NDUFB10,269
NDUFB4,269
NDUFB6,269
TGFBI,269
TMEM129,269
UQCR10,269
ARL8B,268
BBS1,268
MMP24,268
RILPL1,268
RPUSD1,268
PDIA3,267
RFFL,267
TMEM135,267
EPB41L1,266
NRGN,266
PSENEN,266
MXRA8,265
PPM1M,265
RAB10,265
RNPEPL1,265
UBXN6,265
BUD13,264
ERCC1,264
CNTNAP2,263
RNF34,263
DDR2,262
RCN3,262
SNX25,262
TM7SF2,262
TMEM170A,262
UBR4,262
HECTD3,261
LIAT1,261
PKP4,261
RNF216,260
CASK,259
FBXL12,259
TRIM2,259
UBE3B,259
CBLC,258
CYBRD1,258
FZD3,258
MZT1,258
ALKBH7,257
COXFA4,257
GDF3,257
NEFL,257
STX16,257
CCDC8,256
ZDHHC3,256
ADAMTSL1,255
NUDT19,255
PARP3,255
PHLDA1,255
CAPN14,254
PPP2R2C,254
TMEM208,254
LRCH4,253
MAN2C1,252
PRKAA2,252
RAPGEF1,252
CDKL3,251
PIH1D1,251
ART3,250
KCTD5,250
KIF21A,250
CANX,249
FBXO10,249
GPD2,249
LACTB2,249
MBP,249
PSME1,249
RNF122,249
SPOP,249
UBE2A,249
PPP2R3B,248
AP1M2,247
CDK6,247
COL11A2,247
FIBP,247
FN1,247
MYO1C,247
SMPDL3B,247
SPRY4,247
ARK2N,246
FMNL3,246
HNMT,246
TRIM9,246
C1RL,245
HIRIP3,245
MS4A1,244
EHBP1,242
EPHA8,242
NIN,242
PBRM1,242
SPTBN4,242
ANAPC1,241
ACOT13,240
ERN1,240
KRT23,240
PTPRS,240
RHBDD2,240
ANKIB1,239
CAV2,239
CUL5,239
DNAJB14,239
FBXL16,239
LIX1L,239
PRSS16,239
RNF126,239
RNF144B,239
SRFBP1,239
ANKRD27,238
FBXO31,238
FOXRED2,238
STX7,238
ZER1,238
ALG5,237
FGF9,237
KLHL13,237
NMUR2,236
TTC5,236
ACE,235
LRRC49,235
EPB41,234
GNB4,234
PLEKHB2,234
PTPN23,234
RNASEH2C,234
ASB6,233
EPB42,233
OTUD7A,233
RIOK2,233
SBK1,233
WDR5B,233
CLN8,232
SH3RF1,232
ACTR3,231
ADAMTS6,231
ID2,231
KLHL22,231
MEX3B,231
TTLL5,231
ZFYVE27,231
HMGB1,230
MEAF6,230
NSUN4,230
GCLC,229
FOXP1,228
LIMS1,228
NFIB,228
PCID2,228
SEMA5A,228
AGAP3,227
EDEM3,227
FBXL22,227
NAP1L2,227
PCYOX1,227
RMND5B,227
DCTN5,226
FBXO8,226
FGF12,225
SNX14,225
COL1A2,224
NSFL1C,223
JOSD2,222
FBXO7,221
PXDN,221
CAPN7,220
ENAH,220
TIMP2,220
TOR1AIP1,219
CCNG2,218
DRAM1,218
HM13,218
RBPMS2,218
RPL23,218
SMURF1,218
ANGEL2,217
EGFR,217
LRPPRC,217
POLE4,217
PYGB,217
COPS2,216
MMP2,216
CACYBP,215
CRK,215
OLA1,215
REST,214
CRIPT,213
GPR161,213
C3orf70,212
WDR6,212
CEP78,211
SEC63,211
ATP8B1,209
STK4,209
VPS13A,209
INMT,207
ZFAND2B,207
AS3MT,205
NINJ2,205
SLAIN2,205
SNX12,205
SNX9,205
ALG10,203
ANKFY1,203
ARHGAP17,202
ECSCR,202
OSBPL11,201
PTPN1,201
EIF2AK2,200
CNOT7,199
ROGDI,198
IP6K3,197
RILPL2,197
BCOR,196
DDI2,196
DDX41,196
PRMT5,196
SNF8,196
TMEM106B,196
ERRFI1,195
PPP3CA,195
SNTG2,195
VPS13C,195
SRXN1,193
STK17B,192
CDCA7L,191
USP34,188
TMED4,187
TMEM181,186
FEM1C,185
MDM2,185
SEH1L,185
MRPS22,184
DNAJC18,183
RAB3B,183
MFF,182
TMEM80,182
WDR33,182
ALKBH8,180
BMPR1A,179
IDH1,179
TBCK,179
TLE1,178
ACTR10,176
DNAJC3,176
RAB21,176
SHROOM3,176
DUSP22,175
KITLG,175
ZFAND1,175
CDK3,174
RANGRF,174
TUBD1,174
MMTAG2,173
RBM8A,173
NUDT21,172
PDK4,172
KPNA5,171
VPS11,170
GPM6B,169
NUP188,169
ACSL5,168
BMPR1B,168
INO80,168
RAB27A,168
SNX2,168
ASAP1,167
CHMP4A,167
CLIP4,167
PTCH1,167
TIMM17A,167
FYCO1,166
ACSF2,165
CHMP5,165
CREB1,165
NTN4,165
UBXN2B,165
PAPSS2,164
SIRT1,164
DNM1L,163
GORAB,163
SLC30A4,163
CNOT6,162
ENSA,162
MRPS10,162
BCAP29,161
FANCF,161
RAPGEF3,161
RASD2,161
TIMM23,161
APP,160
C10orf90,160
TBC1D15,159
AXIN2,158
CCPG1,158
MORF4L1,158
RPL34,158
RRP15,156
AEN,155
KPNA4,154
VTA1,154
MAP1LC3A,153
PHEX,152
WNK4,152
CDKN1B,151
FBXW2,151
USP20,151
USP36,151
WARS2,151
PPM1A,148
RLIM,147
ALG13,146
CDC14B,146
TBC1D4,146
USP47,146
ELMO2,145
GOPC,145
NUP155,145
SSH2,145
MBD6,144
SENP7,144
USP31,144
CTBP1,143
N4BP1,143
TMX1,143
PPIG,142
TMEM79,142
EPHX1,140
HSD17B12,140
NXT1,140
RNASEH1,140
RNF146,140
ARL1,139
CMTM6,139
DNAJC19,139
DYNLRB1,139
EXOC8,139
GOLPH3,139
PLIN3,139
SDF4,139
VAMP8,139
FERRY3,138
ITGB8,138
TXNIP,138
ZFAND6,138
CPNE2,137
HPRT1,137
MOSPD2,137
PELO,137
THOC7,137
TM9SF2,137
STAG1,136
TMEM167B,136
GXYLT1,135
NAA25,135
NHERF1,135
SLC25A33,135
PNKD,132
UBA52,132
KIF13A,131
RAPGEF6,131
ARL5A,130
PMEPA1,130
SGTB,130
UCHL5,130
ATG4C,129
CHID1,129
ERMP1,129
FAM111A,129
FBXL17,129
FBXO3,129
GLS,129
INO80D,129
LATS2,129
PSMD10,129
RNF182,129
USP38,129
USP48,129
WAC,129
ALAD,128
CTSC,128
NUP54,128
ZRANB1,128
CHMP4C,127
TGS1,127
ASB8,125
CACNA2D1,125
CFL1,125
CSNK1G3,125
DCAF16,125
LNPEP,124
RPL22,124
SNRNP48,124
CAB39L,123
ACOX1,122
DCTN4,122
EMB,122
EXOC6,122
FIS1,122
GSTK1,122
IER3IP1,122
LONP2,122
MAGED2,122
PCTP,122
PRKCH,122
RAB27B,122
RPL35A,122
SCCPDH,122
TMEM87B,122
ITPR2,121
NPDC1,121
SYNRG,121
FGL2,119
GCNT1,119
RPLP0,119
FAM53C,118
GBA2,118
TDRKH,118
VPS37A,118
RPS5,117
CNKSR3,116
LRRC59,116
BCL2L1,115
ENGASE,115
GALM,115
GANAB,115
USP28,114
ARRDC3,113
CDC40,113
CORO1C,113
NADSYN1,113
RPS12,113
RPS21,113
SLC35A3,113
SPCS3,113
TIMM8B,113
TM9SF1,113
TMEM50A,113
TRAPPC1,113
TWSG1,113
ZDHHC2,113
ZDHHC20,113
ZDHHC21,113
AFTPH,112
CALM1,112
SLC30A5,112
CTSS,110
LIN7C,110
PES1,110
MSRB3,109
NKTR,109
POLDIP2,109
RPL24,109
RPS23,109
RPS3A,109
MID1IP1,108
PLA2G12A,108
RETSAT,108
NBR1,107
ACTG1,106
FAM161A,105
ACTB,104
CKLF,104
CRISPLD1,104
NEDD9,104
MUCL1,101
NARS2,101
MAP9,100
BRAP,99
MYL12B,98
DDX60,97
IRS2,97
TBK1,97
LFNG,96
NOSIP,96
HSBP1L1,95
RSL1D1,95
BANK1,94
CDK5RAP3,93
CDKN2AIP,93
FARP1,93
MAK,92
DTNBP1,91
TRIM13,91
ABI2,90
ADAMTS9,90
APTX,90
TMEM33,90
ATG2B,89
CETN3,89
CNOT4,89
SPTBN1,89
TTLL7,89
WDFY1,88
ALDH7A1,87
URS0000204428_9606,86
WNT5B,86
CCNYL1,85
GSR,84
UBE2L3,84
ANXA2,83
KLHL5,83
SCOC,83
BCCIP,82
IFT81,82
MITD1,82
TM7SF3,82
NECAB3,81
PRKAR2A,80
CPNE4,77
MENT,77
SLC33A1,77
TRIM61,76
UTRN,75
MAPKAP1,74
TRAF3IP2,74
DDA1,73
RICTOR,73
VAPB,73
MUL1,71
NDRG3,71
NMRAL1,71
UGCG,71
BAG5,70
FAM120B,70
MACROD1,70
SLC35B3,70
OCIAD1,69
PDSS2,69
RAP2C,69
SMYD3,69
LMAN1,68
RTN4RL1,68
TMBIM1,68
YME1L1,68
TPRKB,67
POMT1,66
RAB25,66
B3GAT2,65
STAG2,65
PAPPA,64
PEX11A,64
SAE1,64
PAFAH2,63
STAP2,63
MTHFD2,62
DNAJC1,61
DOCK7,61
PAK1,61
PDCL3,61
TTBK2,61
CCS,60
GAR1,60
GMPR2,60
JTB,60
RAB11A,60
SPTLC3,60
TXNDC12,60
WBP11,60
ZCCHC8,60
ANAPC7,59
CDC27,59
ERAP2,59
MEGF8,59
NGLY1,59
NUDT15,59
WNK2,59
CDK19,58
DIABLO,58
EI24,58
PGM2,58
ROCK1,58
TMTC2,58
AGBL2,57
CISD3,57
COPS8,57
DCAF10,57
DCAF4,57
DNAJC10,57
DPP7,57
F5,57
MGAT4A,57
TRIM60,57
TSPAN17,56
STYXL1,55
ARID2,54
ASB5,54
ASB7,54
DCAF5,54
FBXO25,54
GOLM1,54
JMJD7,54
MKRN1,54
MSRA,54
NHLRC3,54
PARP8,54
PDF,54
RBBP5,54
RHBDD1,54
RNF151,54
SIRT5,54
TRIM69,54
UBE2F,54
UBE2W,54
ZNRF2,54
ASRGL1,53
BRPF3,53
DHRS13,53
ESYT1,53
FN3KRP,53
IVD,53
KBTBD7,53
KBTBD8,53
LONRF1,53
MTHFD2L,53
NLN,53
OSBPL9,53
RNF7,53
UCHL3,53
ZNF738,53
TMBIM4,52
CRLS1,51
DENR,51
DOCK5,51
DPP8,51
GLRX5,51
MRPS9,51
NAA50,51
PALS1,51
PDCD6IP,51
SIAE,51
SPTLC2,51
AACS,50
CISD2,50
LGR4,50
STIM2,50
TMEM150C,50
CTPS2,49
DCTPP1,49
EEF1A1,49
LMBRD1,49
MMAA,49
MMADHC,49
ORMDL3,49
STARD3NL,49
TMEM98,49
TMTC3,49
HS6ST1,48
IPMK,48
KDM5D,48
ARAF,47
APH1B,46
CNOT6L,46
CSNK2A1,46
CWC15,45
DDAH1,45
MRPL15,45
MTCH1,45
PDCD2,45
POLR3B,45
PPA2,45
TMTC4,45
TYW1,45
MIB1,44
AK3,43
APPL2,43
DRAM2,43
LOXL4,43
RNF213,43
SUMF2,43
TFPT,43
ALG1,42
ALG8,42
AMD1,42
ANAPC16,42
ATG3,42
ATXN3,42
B3GALNT2,42
B3GALT6,42
BFAR,42
BIRC6,42
BSPRY,42
C1GALT1C1,42
CASD1,42
CCDC47,42
CHCHD1,42
CHFR,42
CHM,42
CRBN,42
CTBS,42
CTSO,42
CWH43,42
DCAF11,42
DCUN1D1,42
DDOST,42
DPM3,42
DPY19L4,42
DSE,42
EIF2B3,42
FBXL3,42
FBXO30,42
FBXO32,42
FBXO45,42
FBXW4,42
FKRP,42
GALNT1,42
GALNT2,42
GALNT7,42
GDE1,42
GPHN,42
HACE1,42
HECTD2,42
HERC5,42
ITM2B,42
KIAA1586,42
KLHL7,42
KLHL8,42
MAGEF1,42
MAN1A2,42
MAN1B1,42
MAN1C1,42
MRPS34,42
MYLIP,42
NAA20,42
OST4,42
PGM3,42
PIGO,42
PIGP,42
PIGT,42
PM20D2,42
PPIL3,42
PPME1,42
PPP2R2D,42
PPP4R2,42
PYCR2,42
RAD23A,42
RCHY1,42
RNF141,42
RNF152,42
RNF166,42
RNF26,42
RNF38,42
RNF40,42
RPE,42
SEL1L,42
ST3GAL6,42
STT3B,42
TMPRSS2,42
TRIM4,42
TRMT112,42
UBE2D4,42
UBE2J1,42
UBE3C,42
UBL4A,42
UBL5,42
UBLCP1,42
UFC1,42
UFM1,42
USP30,42
USP42,42
VCPIP1,42
VMA12,42
VWA1,42
WDR48,42
ZDHHC5,42
ZNRF3,42
LGMN,41
NDFIP2,41
OMA1,41
CTNNBL1,38
EIF3I,38
ENOPH1,38
MRPL10,38
MRPL18,38
MRPL30,38
MRPL35,38
MRPL36,38
MRPL37,38
MRPL45,38
MRPL54,38
MRPS15,38
