source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0009409,response to cold,0.0038852799441045148,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."" [GOC:lr]",410,88,10,21935,0.11363636363636363,0.024390243902439025,query_1,"['GO:0006950', 'GO:0009266']",0.273929282242696
GO:BP,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,0.004957025418737961,True,"""The chemical reactions and pathways resulting in the breakdown of erythrose 4-phosphate/phosphoenolpyruvate family amino acid."" [GOC:pr, GOC:TermGenie]",10,88,3,21935,0.03409090909090909,0.3,query_1,"['GO:0170035', 'GO:0170040', 'GO:1902221']",0.07857200638993872
GO:BP,GO:0006520,amino acid metabolic process,0.0065151144066099564,True,"""The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups."" [ISBN:0198506732]",435,88,10,21935,0.11363636363636363,0.022988505747126436,query_1,['GO:0044238'],0.2484179492719633
GO:BP,GO:0010224,response to UV-B,0.007585803178050696,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-B radiation stimulus. UV-B radiation (UV-B light) spans the wavelengths 280 to 315 nm."" [GOC:tb]",73,88,5,21935,0.056818181818181816,0.0684931506849315,query_1,['GO:0009411'],0.1204544562347587
GO:BP,GO:0033993,response to lipid,0.008423820738688753,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",1022,88,15,21935,0.17045454545454544,0.014677103718199608,query_1,['GO:0042221'],0.3536064006195766
GO:BP,GO:0009684,indoleacetic acid biosynthetic process,0.00903518761453738,True,"""The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants."" [ISBN:0387969845]",12,88,3,21935,0.03409090909090909,0.25,query_1,"['GO:0009683', 'GO:0009851', 'GO:0042435', 'GO:0072330']",0.06968395994110167
GO:BP,GO:0009620,response to fungus,0.009093205792618816,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."" [GOC:hb]",664,88,12,21935,0.13636363636363635,0.018072289156626505,query_1,['GO:0051707'],0.278356770010736
GO:BP,GO:0042742,defense response to bacterium,0.010303393798449795,True,"""Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."" [GOC:jl]",363,88,9,21935,0.10227272727272728,0.024793388429752067,query_1,"['GO:0009617', 'GO:0098542']",0.20321792396657049
GO:BP,GO:0006576,biogenic amine metabolic process,0.010495399158379822,True,"""The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."" [GOC:jl, ISBN:0395825172]",78,88,5,21935,0.056818181818181816,0.0641025641025641,query_1,['GO:0009308'],0.11244324089710422
GO:BP,GO:0001101,response to acid chemical,0.011377854532072193,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]",464,88,10,21935,0.11363636363636363,0.021551724137931036,query_1,['GO:0042221'],0.22090222989389124
GO:BP,GO:0009683,indoleacetic acid metabolic process,0.011711651122490905,True,"""The chemical reactions and pathways involving indole-3-acetic acid, a compound which functions as a growth regulator in plants."" [GOC:mah]",13,88,3,21935,0.03409090909090909,0.23076923076923078,query_1,"['GO:0009850', 'GO:0032787', 'GO:0042430']",0.06584256386110895
GO:BP,GO:0009725,response to hormone,0.014128095683577058,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",1635,88,19,21935,0.2159090909090909,0.011620795107033639,query_1,"['GO:0009719', 'GO:0042221']",0.39941376223674424
GO:BP,GO:0009719,response to endogenous stimulus,0.014248935043157154,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1636,88,19,21935,0.2159090909090909,0.011613691931540342,query_1,['GO:0050896'],0.3986151622008184
GO:BP,GO:0000302,response to reactive oxygen species,0.014464720817796196,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]",140,88,6,21935,0.06818181818181818,0.04285714285714286,query_1,"['GO:0006979', 'GO:1901700']",0.1254334052871605
GO:BP,GO:0008652,amino acid biosynthetic process,0.01999392713003425,True,"""The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents."" [ISBN:0198506732]",220,88,7,21935,0.07954545454545454,0.031818181818181815,query_1,"['GO:0006520', 'GO:0009058']",0.13515583256132715
GO:BP,GO:0070542,response to fatty acid,0.030415354713655935,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fatty acid stimulus."" [GOC:lp]",235,88,7,21935,0.07954545454545454,0.029787234042553193,query_1,"['GO:0033993', 'GO:1901700']",0.12066306590939178
GO:BP,GO:0010597,green leaf volatile biosynthetic process,0.032171346979929225,True,"""The chemical reactions and pathways resulting in the formation of volatile molecules emitted from green plants, such as hexenal, hexenol and hexenyl acetate, from linoleic acid or linolenic acid."" [PMID:17163881]",3,88,2,21935,0.022727272727272728,0.6666666666666666,query_1,['GO:0019372'],0.03392115352889456
GO:BP,GO:0009074,aromatic amino acid family catabolic process,0.032933150516742275,True,"""The chemical reactions and pathways resulting in the breakdown of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",18,88,3,21935,0.03409090909090909,0.16666666666666666,query_1,"['GO:0009072', 'GO:0046395']",0.05053522912348737
GO:BP,GO:0009615,response to virus,0.036631256261860146,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:hb]",101,88,5,21935,0.056818181818181816,0.04950495049504951,query_1,['GO:0051707'],0.08159932880878744
GO:BP,GO:0046283,anthocyanin-containing compound metabolic process,0.04117858218740622,True,"""The chemical reactions and pathways involving anthocyanins, any member of a group of intensely colored soluble glycosides of anthocyanidins that occur in plants. They are responsible from most of the scarlet, purple, mauve and blue coloring in higher plants, especially of flowers."" [ISBN:0198506732]",53,88,4,21935,0.045454545454545456,0.07547169811320754,query_1,"['GO:0009812', 'GO:0042440']",0.06296948229901189
GO:BP,GO:0010311,lateral root formation,0.04433721576864265,True,"""The process that gives rise to a lateral root. This process pertains to the initial formation of a structure from unspecified parts. A lateral root primordium represents an organized group of cells derived from the root pericycle that will differentiate into a new root, as opposed to the initiation of the main root from the embryo proper."" [GOC:tair_curators, PMID:17259263]",54,88,4,21935,0.045454545454545456,0.07407407407407407,query_1,"['GO:0009791', 'GO:0010102', 'GO:1905393']",0.0615105264832112
