Solution 1,Solution 2,Cluster 1,Cluster 2,Jaccard Similarity
11,15,1,0,0.8227848101265823
11,15,0,2,0.48936170212765956
11,15,2,1,0.42857142857142855
11,15,3,3,0.3333333333333333
11,16,1,1,0.9027777777777778
11,16,0,3,0.6
11,16,3,0,0.5
11,16,2,2,0.16
11,17,0,3,0.6666666666666666
11,17,1,1,0.6428571428571429
11,17,3,0,0.2727272727272727
11,17,2,2,0.13513513513513514
11,18,1,1,0.7352941176470589
11,18,0,2,0.6551724137931034
11,18,3,0,0.3333333333333333
11,18,2,3,0.2413793103448276
11,19,1,1,0.8260869565217391
11,19,0,2,0.6981132075471698
11,19,2,3,0.44
11,19,3,0,0.4
11,20,1,3,0.75
11,20,0,1,0.6346153846153846
11,20,3,0,0.2727272727272727
11,20,2,2,0.125
11,21,1,2,0.7391304347826086
11,21,0,0,0.6909090909090909
11,21,2,3,0.26666666666666666
11,21,3,1,0.25
11,22,1,3,0.7638888888888888
11,22,0,1,0.6363636363636364
11,22,3,0,0.3333333333333333
11,22,2,2,0.1935483870967742
11,23,1,0,0.8611111111111112
11,23,0,2,0.6666666666666666
11,23,3,1,0.3
11,23,2,3,0.2
11,24,1,3,0.6428571428571429
11,24,0,2,0.5740740740740741
11,24,3,0,0.2
11,24,2,1,0.13513513513513514
11,25,1,0,0.5365853658536586
11,25,3,1,0.25
11,25,2,2,0.058823529411764705
12,13,0,2,0.9019607843137255
12,13,1,0,0.8823529411764706
12,13,2,3,0.3333333333333333
12,13,3,1,0.20833333333333334
12,14,0,1,0.7058823529411765
12,14,1,3,0.691358024691358
12,14,2,2,0.5
12,14,3,0,0.30434782608695654
12,15,1,0,0.7692307692307693
12,15,2,3,0.5714285714285714
12,15,0,2,0.5652173913043478
12,15,3,1,0.3235294117647059
12,16,1,1,0.8194444444444444
12,16,0,3,0.7647058823529411
12,16,2,0,0.2222222222222222
12,16,3,2,0.13333333333333333
12,17,0,3,0.7636363636363637
12,17,1,1,0.676923076923077
12,17,2,0,0.4444444444444444
12,17,3,2,0.34285714285714286
12,18,1,1,0.8064516129032258
12,18,0,2,0.7818181818181819
12,18,3,3,0.4642857142857143
12,18,2,0,0.36363636363636365
12,19,0,2,1.0
12,19,1,1,1.0
12,19,3,3,0.8636363636363636
12,19,2,0,0.625
12,20,0,1,0.7058823529411765
12,20,1,3,0.6962025316455697
12,20,2,2,0.25
12,20,3,0,0.2
12,21,0,0,0.9387755102040817
12,21,1,2,0.9
12,21,2,1,0.5555555555555556
12,21,3,3,0.5357142857142857
12,22,1,3,0.704225352112676
12,22,0,1,0.6428571428571429
12,22,3,2,0.23529411764705882
12,22,2,0,0.2222222222222222
12,23,1,0,0.855072463768116
12,23,0,2,0.8301886792452831
12,23,2,3,0.3333333333333333
12,23,3,1,0.20833333333333334
12,24,1,3,0.676923076923077
12,24,0,2,0.6730769230769231
12,24,3,1,0.34285714285714286
12,24,2,0,0.2777777777777778
12,25,2,1,0.5555555555555556
12,25,1,0,0.4878048780487805
12,25,3,2,0.045454545454545456
13,14,0,3,0.7469879518072289
13,14,2,1,0.7037037037037037
13,14,1,2,0.4
13,14,3,0,0.15384615384615385
13,15,0,0,0.825
13,15,2,2,0.5098039215686274
13,15,1,3,0.4444444444444444
13,15,3,1,0.2
13,16,0,1,0.9041095890410958
13,16,2,3,0.8627450980392157
13,16,1,0,0.4444444444444444
13,16,3,2,0.1875
13,17,2,3,0.7894736842105263
13,17,0,1,0.625
13,17,1,0,0.5
13,17,3,2,0.10344827586206896
13,18,2,2,0.8070175438596491
13,18,0,1,0.7391304347826086
13,18,1,0,0.5454545454545454
13,18,3,3,0.18181818181818182
13,19,2,2,0.9019607843137255
13,19,0,1,0.8823529411764706
13,19,1,0,0.5
13,19,3,3,0.18181818181818182
13,20,1,0,0.875
13,20,2,1,0.7358490566037735
13,20,0,3,0.7317073170731707
13,20,3,2,0.4166666666666667
13,21,2,0,0.9607843137254902
13,21,0,2,0.7941176470588235
13,21,1,1,0.6
13,21,3,3,0.16666666666666666
13,22,0,3,0.7432432432432432
13,22,2,1,0.6724137931034483
13,22,1,0,0.3
13,22,3,2,0.17391304347826086
13,23,3,3,1.0
13,23,0,0,0.9428571428571428
13,23,2,2,0.8888888888888888
13,23,1,1,0.75
13,24,2,2,0.6727272727272727
13,24,0,3,0.625
13,24,1,0,0.3157894736842105
13,24,3,1,0.10344827586206896
13,25,1,1,0.6
13,25,0,0,0.5528455284552846
13,25,2,2,0.0196078431372549
14,15,3,0,0.7415730337078652
14,15,2,3,0.625
14,15,1,2,0.4888888888888889
14,15,0,1,0.19230769230769232
14,16,3,1,0.8048780487804879
14,16,1,3,0.6346153846153846
14,16,2,0,0.4444444444444444
14,16,0,2,0.25
14,17,1,3,0.7037037037037037
14,17,3,1,0.575
14,17,2,0,0.5
14,17,0,2,0.1
14,18,1,2,0.631578947368421
14,18,3,1,0.6125
14,18,2,0,0.3076923076923077
14,18,0,3,0.125
14,19,1,2,0.7058823529411765
14,19,3,1,0.691358024691358
14,19,2,0,0.6666666666666666
14,19,0,3,0.2857142857142857
14,20,3,3,0.961038961038961
14,20,1,1,0.9523809523809523
14,20,2,0,0.5
14,20,0,2,0.2857142857142857
14,21,1,0,0.6981132075471698
14,21,3,2,0.6172839506172839
14,21,2,1,0.45454545454545453
14,21,0,3,0.11538461538461539
14,22,3,3,0.7922077922077922
14,22,1,1,0.6111111111111112
14,22,2,0,0.4444444444444444
14,22,0,2,0.2727272727272727
14,23,3,0,0.7469879518072289
14,23,1,2,0.6727272727272727
14,23,2,1,0.4
14,23,0,3,0.15384615384615385
14,24,1,2,0.6078431372549019
14,24,3,3,0.575
14,24,2,0,0.25
14,24,0,1,0.1
14,25,3,0,0.6129032258064516
14,25,2,1,0.45454545454545453
14,25,0,2,0.0
15,16,0,1,0.8395061728395061
15,16,2,3,0.5217391304347826
15,16,3,0,0.5
15,16,1,2,0.16666666666666666
15,17,3,0,0.75
15,17,0,1,0.6075949367088608
15,17,2,3,0.4807692307692308
15,17,1,2,0.14285714285714285
15,18,0,1,0.6666666666666666
15,18,2,2,0.5
15,18,3,0,0.45454545454545453
15,18,1,3,0.2
15,19,0,1,0.7692307692307693
15,19,2,2,0.5652173913043478
15,19,3,0,0.5555555555555556
15,19,1,3,0.3125
15,20,0,3,0.7272727272727273
15,20,2,1,0.4888888888888889
15,20,3,0,0.4
15,20,1,2,0.13793103448275862
15,21,0,2,0.6923076923076923
15,21,3,1,0.6666666666666666
15,21,2,0,0.5306122448979592
15,21,1,3,0.2222222222222222
15,22,0,3,0.6746987951807228
15,22,2,1,0.5
15,22,1,2,0.34375
15,22,3,0,0.3333333333333333
15,23,0,0,0.825
15,23,2,2,0.4807692307692308
15,23,3,1,0.4444444444444444
15,23,1,3,0.2
15,24,0,3,0.6075949367088608
15,24,2,2,0.4888888888888889
15,24,3,0,0.3333333333333333
15,24,1,1,0.14285714285714285
15,25,3,1,0.6666666666666666
15,25,0,0,0.6209677419354839
15,25,1,2,0.043478260869565216
16,17,3,3,0.7592592592592593
16,17,1,1,0.6666666666666666
16,17,0,0,0.4
16,17,2,2,0.027777777777777776
16,18,3,2,0.7454545454545455
16,18,1,1,0.7323943661971831
16,18,0,0,0.3333333333333333
16,18,2,3,0.06896551724137931
16,19,1,1,0.8194444444444444
16,19,3,2,0.7647058823529411
16,19,0,0,0.4
16,19,2,3,0.10714285714285714
16,20,1,3,0.7682926829268293
16,20,3,1,0.6666666666666666
16,20,0,0,0.4
16,20,2,2,0.15789473684210525
16,21,3,0,0.8235294117647058
16,21,1,2,0.7361111111111112
16,21,0,1,0.36363636363636365
16,21,2,3,0.06451612903225806
16,22,1,3,0.7837837837837838
16,22,3,1,0.6666666666666666
16,22,0,0,0.5
16,22,2,2,0.3333333333333333
16,23,1,0,0.9041095890410958
16,23,3,2,0.7924528301886793
16,23,0,1,0.4444444444444444
16,23,2,3,0.1875
16,24,3,2,0.7
16,24,1,3,0.6666666666666666
16,24,2,0,0.30434782608695654
16,24,0,1,0.06896551724137931
16,25,1,0,0.5772357723577236
16,25,0,1,0.36363636363636365
16,25,3,2,0.022727272727272728
17,18,3,2,0.8070175438596491
17,18,1,1,0.7719298245614035
17,18,2,3,0.5714285714285714
17,18,0,0,0.5
17,19,3,2,0.7636363636363637
17,19,1,1,0.676923076923077
17,19,0,0,0.6
17,19,2,3,0.3333333333333333
17,20,3,1,0.7358490566037735
17,20,1,3,0.5974025974025974
17,20,0,0,0.45454545454545453
17,20,2,2,0.25
17,21,3,0,0.7857142857142857
17,21,1,2,0.7166666666666667
17,21,0,1,0.7
17,21,2,3,0.5862068965517241
17,22,3,1,0.6724137931034483
17,22,1,3,0.6176470588235294
17,22,0,0,0.2727272727272727
17,22,2,2,0.15384615384615385
17,23,3,2,0.8214285714285714
17,23,0,1,0.6666666666666666
17,23,1,0,0.647887323943662
17,23,2,3,0.10344827586206896
17,24,1,3,1.0
17,24,2,1,1.0
17,24,3,2,0.803921568627451
17,24,0,0,0.4444444444444444
17,25,0,1,0.7
17,25,1,0,0.3983739837398374
17,25,2,2,0.0
18,19,1,1,0.8064516129032258
18,19,2,2,0.7818181818181819
18,19,0,0,0.5
18,19,3,3,0.46153846153846156
18,20,2,1,0.6607142857142857
18,20,1,3,0.6363636363636364
18,20,0,0,0.5
18,20,3,2,0.3181818181818182
18,21,2,0,0.8363636363636363
18,21,1,2,0.7966101694915254
18,21,0,1,0.7272727272727273
18,21,3,3,0.6
18,22,2,1,0.7192982456140351
18,22,1,3,0.6865671641791045
18,22,0,2,0.30434782608695654
18,22,3,0,0.08695652173913043
18,23,2,2,0.7758620689655172
18,23,1,0,0.7647058823529411
18,23,0,1,0.4166666666666667
18,23,3,3,0.18181818181818182
18,24,1,3,0.7719298245614035
18,24,2,2,0.7547169811320755
18,24,3,1,0.5714285714285714
18,24,0,0,0.5555555555555556
18,25,0,1,0.7272727272727273
18,25,1,0,0.42276422764227645
18,25,2,2,0.019230769230769232
19,20,2,1,0.7058823529411765
19,20,1,3,0.6962025316455697
19,20,0,0,0.45454545454545453
19,20,3,2,0.20833333333333334
19,21,2,0,0.9387755102040817
19,21,1,2,0.9
19,21,0,1,0.7
19,21,3,3,0.5384615384615384
19,22,1,3,0.704225352112676
19,22,2,1,0.6428571428571429
19,22,0,0,0.2727272727272727
19,22,3,2,0.18181818181818182
19,23,1,0,0.855072463768116
19,23,2,2,0.8301886792452831
19,23,0,1,0.5
19,23,3,3,0.18181818181818182
19,24,1,3,0.676923076923077
19,24,2,2,0.6730769230769231
19,24,0,0,0.3684210526315789
19,24,3,1,0.3333333333333333
19,25,0,1,0.7
19,25,1,0,0.4878048780487805
19,25,3,2,0.05263157894736842
20,21,1,0,0.7307692307692307
20,21,3,2,0.620253164556962
20,21,0,1,0.5454545454545454
20,21,2,3,0.19230769230769232
20,22,3,3,0.8
20,22,1,1,0.6111111111111112
20,22,0,0,0.4
20,22,2,2,0.30434782608695654
20,23,3,0,0.7317073170731707
20,23,1,2,0.7037037037037037
20,23,0,1,0.6666666666666666
20,23,2,3,0.4166666666666667
20,24,1,2,0.6078431372549019
20,24,3,3,0.5974025974025974
20,24,0,0,0.3
20,24,2,1,0.25
20,25,3,0,0.5887096774193549
20,25,0,1,0.5454545454545454
20,25,1,2,0.0
21,22,0,1,0.6666666666666666
21,22,2,3,0.6428571428571429
21,22,1,2,0.2608695652173913
21,22,3,0,0.08
21,23,0,2,0.8518518518518519
21,23,2,0,0.7681159420289855
21,23,1,1,0.45454545454545453
21,23,3,3,0.16666666666666666
21,24,2,3,0.7166666666666667
21,24,0,2,0.6666666666666666
21,24,3,1,0.5862068965517241
21,24,1,0,0.5
21,25,1,1,1.0
21,25,2,0,0.43902439024390244
21,25,0,2,0.02040816326530612
22,23,3,0,0.7671232876712328
22,23,1,2,0.6724137931034483
22,23,0,1,0.3
22,23,2,3,0.17391304347826086
22,24,1,2,0.74
22,24,3,3,0.6176470588235294
22,24,2,0,0.46153846153846156
22,24,0,1,0.06896551724137931
22,25,3,0,0.4959349593495935
22,25,2,1,0.2608695652173913
22,25,1,2,0.021739130434782608
23,24,2,2,0.7037037037037037
23,24,0,3,0.647887323943662
23,24,1,0,0.3157894736842105
23,24,3,1,0.10344827586206896
23,25,0,0,0.5528455284552846
23,25,1,1,0.45454545454545453
23,25,2,2,0.0
24,25,0,1,0.5
24,25,3,0,0.3983739837398374
24,25,1,2,0.0
