Solution 1,Cluster 1,Solution 2,Cluster 2,Disjoint Genes
1,1,14,0,"{'TCH3', 'ERF4', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'THI2.1', 'NDR1', 'TGG2', 'TBL9', 'ECS1', 'HIS4', 'MEKK1', 'AT4G16610', 'URE', 'PETE1', 'Rem1.3', 'FPS1', 'TUA4', 'UBQ4', 'AAS', 'AIG2', 'PME1', 'OXR2', 'TCH4', 'AT-P4H-1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'BGL2', 'CAM2', 'FAD2', 'ACS2', 'ATOZI1', 'PR1'}"
1,1,15,1,"{'MYB68', 'TCH3', 'ERF4', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'THI2.1', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ECS1', 'HIS4', 'MEKK1', 'AT4G16610', 'PKT3', 'URE', 'ICK1', 'Rem1.3', 'FPS1', 'GPX1', 'TUA4', 'AAS', 'PRK', 'AIG2', 'PME1', 'CYP71B6', 'AIM1', 'LOX1', 'OXR2', 'TCH4', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'ARAB-1', 'AIG1', 'BGL2', 'CAM2', 'FAD2', 'ACX2', 'ABCC2', 'ACS2', 'ATOZI1'}"
1,1,16,0,"{'RBCS1B', 'TCH3', 'ERF4', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'THI2.1', 'NDR1', 'LHB1B2', 'TGG2', 'ECS1', 'HIS4', 'MEKK1', 'URE', 'PDF1.2', 'Rem1.3', 'FPS1', 'TUA4', 'UBQ4', 'AAS', 'AIG2', 'PME1', 'OXR2', 'TCH4', 'AO1', 'AT-P4H-1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'BGL2', 'CAM2', 'ATOZI1', 'PR1'}"
1,1,20,2,"{'FPS1', 'TCH3', 'TUA4', 'ERF4', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'TCH2', 'AIG2', 'PME1', 'TUB9', 'ER', 'OXR2', 'THI2.1', 'TCH4', 'PR5', 'PLC8', 'TGG1', 'PDF1.2', 'ECS1', 'BGL2', 'HIS4', 'CAM2', 'MEKK1', 'URE', 'FAD2', 'PR4', 'ACS2', 'ATOZI1', 'Rem1.3', 'PR1'}"
1,1,22,0,"{'RBCS1B', 'TCH3', 'ERF4', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'THI2.1', 'NDR1', 'TGG2', 'ECS1', 'HIS4', 'MEKK1', 'URE', 'PDF1.2', 'Rem1.3', 'FPS1', 'TUA4', 'UBQ4', 'AAS', 'PLL16', 'AIG2', 'PME1', 'OXR2', 'TCH4', 'AO1', 'AT-P4H-1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'PER64', 'BGL2', 'CAM2', 'ATOZI1', 'PR1'}"
1,1,23,3,"{'TCH3', 'ERF4', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'AT5G06940', 'THI2.1', 'NDR1', 'ECS1', 'HIS4', 'MEKK1', 'URE', 'PR4', 'PDF1.2', 'Rem1.3', 'FPS1', 'TUA4', 'UBQ4', 'AAS', 'AIG2', 'PME1', 'OXR2', 'TCH4', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'BGL2', 'CAM2', 'FAD2', 'ACS2', 'ATOZI1', 'PR1'}"
1,3,25,2,"{'MYB68', 'IAR3', 'cPGK2', 'ACX1', 'CM1', 'EP3', 'EIF4A1', '4CL1', 'ERD5', 'ACT2', 'GSTF6', 'LOX2', 'EFE', 'CSD1', 'ASA1', 'TSB1', 'GSTU5', 'AOS', 'SAM-2', 'OPR1', 'LEA14', 'NPR1', 'CYP83B1', 'OMT1', 'HOG1', 'HPL1', 'VEP1', 'ASB1', 'PAL1', 'FAD7', 'EF1alpha', 'HSC70-1', 'PSBO1', 'LTI30', 'ADAP', 'PER64', 'NDPK1', 'PAL2', 'PLC1', 'TSA1'}"
2,2,3,0,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GPX2', 'VEP1', 'APX1', 'NIA2', 'CAD9', 'EP3', 'RNS1', 'GSTF6', 'ECS1', 'LAZ5', 'ATRABE1B', 'MPPalpha', 'WIN2', 'GSTU19'}"
2,1,3,1,"{'AT-P4H-1', 'AT2G35790', 'TGG2', 'EF1alpha', 'ARAB-1', 'PER64', 'PLC1', 'LAZ5', 'ATR2', 'CYP71B6', 'PME1', 'AIM1', 'FAD2', 'ER', 'PDF1.2', 'AT5G06940'}"
2,3,4,0,"{'RBCS1B', 'MPK3', 'PLL16', 'AIG2', 'PME1', 'CCR1', 'EXO70A3', 'LOX1', 'AT5G06940', 'AO1', 'NDR1', 'LHB1B2', 'RNS2', 'PDF1.2', 'ATR2', 'WRKY11', 'MEKK1', 'ICK1', 'ACS2', 'PETE1', 'WIN2'}"
2,1,4,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'CYP71B6', 'GRF7', 'AIM1', 'AT5G06940', 'AO1', 'AT2G35790', 'TGG1', 'ADA1A', 'ARAB-1', 'AIG1', 'LAZ5', 'AT4G16610', 'FAD2', 'PETE1', 'PDF1.2', 'PR1'}"
2,2,4,2,"{'GER2', 'CCR1', 'NIT2', 'APX1', 'ELI3-1', 'EP3', 'PLDALPHA1', 'AT2G35790', 'GSTF6', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'PRK', 'HPL1', 'CYP71B6', 'WIN2', 'CHIA', 'AIM1', 'HMG1', 'NIA2', 'LOX1', 'CAD9', 'OXR2', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'FAD2', 'RNS1'}"
2,2,5,0,"{'MYB68', 'cPGK2', 'GSTF6', 'ECS1', 'ATR2', 'PRK', 'ATRABE1B', 'APX1', 'UGT88A1', 'CAD9', 'EP3'}"
2,1,5,3,"{'uL18-L4', 'SEH', 'GPX2', 'CYP71B6', 'VEP1', 'WIN2', 'AIM1', 'NIA2', 'ER', 'AT-P4H-1', 'AT2G35790', 'TGG2', 'PDF1.2', 'ARAB-1', 'MPPalpha', 'UGT88A1', 'FAD2', 'RNS1', 'GSTU19'}"
2,1,6,2,"{'RBCS1B', 'GPX1', 'HCHIB', 'CYP71B6', 'LOX1', 'ER', 'AT5G06940', 'LHB1B2', 'AT2G35790', 'TGG2', 'PLDALPHA1', 'TBL9', 'ARAB-1', 'PER64', 'LAZ5', 'AT4G16610', 'PR4', 'ACS2', 'PETE1'}"
2,1,8,3,"{'RBCS1B', 'LHB1B2', 'AT2G35790', 'TGG2', 'ARAB-1', 'LAZ5', 'PRK', 'HCHIB', 'CYP71B6', 'AIM1', 'PR4', 'LOX1', 'ER'}"
2,2,8,0,"{'MYB68', 'GER2', 'FSD1', 'GRF7', 'CCR1', 'NIT2', 'APX1', 'ELI3-1', 'EP3', 'AT2G35790', 'GSTF6', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'URE', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'HPL1', 'CYP71B6', 'VEP1', 'WIN2', 'CHIA', 'AIM1', 'HMG1', 'NIA2', 'CAD9', 'OXR2', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'PLC1', 'RNS1'}"
2,2,9,3,"{'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'GSTF6', 'HPL1', 'PR4', 'AT5G06940', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'EP3'}"
2,3,10,2,"{'uL18-L4', 'SEH', 'MPK3', 'HCHIB', 'PLL16', 'AIG2', 'PME1', 'GPX2', 'VEP1', 'LOX1', 'NIA2', 'AT5G06940', 'AO1', 'NDR1', 'PLDBETA1', 'AT3G15350', 'TBL9', 'GS2', 'MFP2', 'LAZ5', 'FAH1', 'MEKK1', 'MPPalpha', 'PR4', 'ICK1', 'UGT88A1', 'TBL15', 'PETE1', 'RNS1', 'GSTU19'}"
2,2,10,3,"{'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'PDF1.2', 'GSTF6', 'HCHIB', 'HPL1', 'PR4', 'AT5G06940', 'UGT88A1', 'TBL15', 'ACS2', 'PETE1', 'EP3'}"
2,1,11,2,"{'MYB68', 'uL18-L4', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'CYP71B6', 'AIM1', 'AO1', 'TGG2', 'TBL9', 'ARAB-1', 'AIG1', 'LAZ5', 'FAH1', 'ATRABE1B', 'AT4G16610', 'PDF1.2', 'PR1'}"
2,2,11,3,"{'RBCS1B', 'LHB1B2', 'GSTF6', 'PRK', 'HPL1', 'AIM1', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'EP3'}"
2,1,12,2,"{'RBCS1B', 'AT-P4H-1', 'AT2G35790', 'TGG2', 'ARAB-1', 'LAZ5', 'HCHIB', 'CYP71B6', 'AIM1', 'PR4', 'ER'}"
2,3,12,3,"{'MYB68', 'MPK3', 'GRF7', 'CCR1', 'EXO70A3', 'ER', 'NDR1', 'LHB1B2', 'TGG2', 'ATR2', 'MEKK1', 'AT4G16610', 'URE', 'PR4', 'ICK1', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'AIG2', 'PME1', 'LOX1', 'RNS2', 'AT-P4H-1', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'WRKY11', 'ACS2', 'WIN2', 'PR1'}"
2,2,12,0,"{'cPGK2', 'GER2', 'CCR1', 'NIT2', 'APX1', 'ELI3-1', 'EP3', 'PLDALPHA1', 'AT2G35790', 'GSTF6', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'WIN2', 'AIM1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'RNS1'}"
2,3,13,1,"{'RBCS1B', 'MPK3', 'PLL16', 'AIG2', 'PME1', 'CCR1', 'EXO70A3', 'LOX1', 'AT5G06940', 'AO1', 'NDR1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'ATR2', 'WRKY11', 'MEKK1', 'PR4', 'ICK1', 'ACS2', 'WIN2'}"
2,2,13,2,"{'MYB68', 'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'EP3', 'AT2G35790', 'PLDALPHA1', 'GSTF6', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'AIM1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'RNS1', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'WIN2'}"
2,3,14,0,"{'NDR1', 'RNS2', 'AT-P4H-1', 'ATR2', 'WRKY11', 'MPK3', 'MEKK1', 'HCHIB', 'AIG2', 'PME1', 'AT4G16610', 'CCR1', 'EXO70A3', 'PR4', 'FAD2', 'LOX1', 'ICK1', 'WIN2'}"
2,1,14,1,"{'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'EXO70A3', 'ER', 'PLDALPHA1', 'TGG2', 'LecRK-V.5', 'GS2', 'MFP2', 'ATR2', 'FAH1', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'PDF1.2', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'SEH', 'HOG1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'RNS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'FAD2', 'WIN2'}"
2,2,14,2,"{'RBCS1B', 'LHB1B2', 'GSTF6', 'PER64', 'HCHIB', 'HPL1', 'PR4', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'EP3'}"
2,3,15,2,"{'GER2', 'MPK3', 'EXO70A3', 'AT5G06940', 'NDR1', 'TBL9', 'GS2', 'MFP2', 'LAZ5', 'FAH1', 'MEKK1', 'TT4', 'ROF1', 'PR4', 'ICK1', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'SEH', 'HCHIB', 'PLL16', 'AIG2', 'PME1', 'GPX2', 'VEP1', 'LOX1', 'NIA2', 'CAD9', 'AO1', 'PLDBETA1', 'AT3G15350', 'ATRABE1B', 'MPPalpha', 'PETE1', 'RNS1'}"
2,2,15,3,"{'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'GSTF6', 'HCHIB', 'HPL1', 'PR4', 'UGT88A1', 'TBL15', 'PDF1.2', 'EP3'}"
2,1,16,0,"{'RBCS1B', 'LHB1B2', 'AT2G35790', 'TGG2', 'ARAB-1', 'LAZ5', 'PLL16', 'CYP71B6', 'AIM1', 'ER', 'ACS2', 'FAD2'}"
2,2,16,3,"{'MYB68', 'GER2', 'GRF7', 'APX1', 'ELI3-1', 'EP3', 'PLDALPHA1', 'AT2G35790', 'GSTF6', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'AT4G16610', 'TT4', 'PKT3', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'GPX2', 'PRK', 'HPL1', 'CYP71B6', 'VEP1', 'WIN2', 'AIM1', 'NIA2', 'CAD9', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'RNS1'}"
2,1,17,0,"{'MYB68', 'LHB1B2', 'RBCS1B', 'AT2G35790', 'TGG2', 'TBL9', 'ARAB-1', 'LAZ5', 'HCHIB', 'CYP71B6', 'AIM1', 'PR4', 'ER', 'FAD2'}"
2,2,17,3,"{'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'EP3', 'AT2G35790', 'PLDALPHA1', 'GSTF6', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'PETE1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'SEH', 'GPX2', 'PRK', 'HPL1', 'CYP71B6', 'AIM1', 'CHIA', 'NIA2', 'HMG1', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'RNS1', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'FAD2', 'WIN2'}"
2,2,18,2,"{'MYB68', 'cPGK2', 'GER2', 'FSD1', 'GRF7', 'CCR1', 'NIT2', 'APX1', 'ELI3-1', 'EP3', 'PLDALPHA1', 'AT2G35790', 'GSTF6', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'AT4G16610', 'TT4', 'PKT3', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'PRK', 'HPL1', 'CYP71B6', 'VEP1', 'WIN2', 'CHIA', 'HMG1', 'NIA2', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'ATOZI1', 'RNS1'}"
2,1,19,0,"{'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'AT2G35790', 'TGG2', 'TBL9', 'ARAB-1', 'LAZ5', 'HCHIB', 'CYP71B6', 'AIM1', 'PR4', 'ER', 'ACS2'}"
2,3,19,2,"{'cPGK2', 'GER2', 'MPK3', 'EXO70A3', 'NIT2', 'ELI3-1', 'APX1', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'FAH1', 'MEKK1', 'TT4', 'PKT3', 'ROF1', 'PR4', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'HCHIB', 'PLL16', 'AIG2', 'PME1', 'GPX2', 'PRK', 'CYP71B6', 'HPL1', 'VEP1', 'AIM1', 'NIA2', 'CAD9', 'AO1', 'PLDBETA1', 'AT3G15350', 'ARAB-1', 'DHS1', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'PETE1', 'RNS1'}"
2,2,19,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'HPL1', 'GRF7', 'ER', 'EP3', 'AT5G06940', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'GSTF6', 'AIG1', 'AT4G16610', 'URE', 'UGT88A1', 'TBL15', 'PETE1', 'PR1'}"
2,1,20,1,"{'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'ER', 'PLDALPHA1', 'TGG2', 'LecRK-V.5', 'GS2', 'MFP2', 'ATR2', 'FAH1', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'UGT88A1', 'PDF1.2', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'SEH', 'HOG1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'RNS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'FAD2', 'WIN2'}"
2,2,20,0,"{'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'TBL9', 'GSTF6', 'PER64', 'HCHIB', 'HPL1', 'UGT88A1', 'TBL15', 'ACS2', 'PETE1', 'EP3'}"
2,1,21,1,"{'RBCS1B', 'LHB1B2', 'AT2G35790', 'TGG2', 'TBL9', 'ARAB-1', 'LAZ5', 'HCHIB', 'CYP71B6', 'AIM1', 'PR4', 'ER', 'PETE1'}"
2,3,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'HCHIB', 'AIG2', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'OXR2', 'NDR1', 'RNS2', 'PR5', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'BGL2', 'ATR2', 'WRKY11', 'MEKK1', 'URE', 'PR4', 'ICK1', 'ACS2', 'PETE1', 'WIN2', 'PR1'}"
2,2,21,0,"{'MYB68', 'cPGK2', 'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'EP3', 'AT2G35790', 'PLDALPHA1', 'GSTF6', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'AIM1', 'NIA2', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'RNS1', 'ARAB-1', 'DHS1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'WIN2'}"
2,1,22,0,"{'RBCS1B', 'AT2G35790', 'TGG2', 'ARAB-1', 'PER64', 'LAZ5', 'CYP71B6', 'AIM1', 'ER', 'ACS2', 'FAD2', 'AT5G06940'}"
2,2,22,1,"{'MYB68', 'cPGK2', 'GER2', 'GRF7', 'NIT2', 'APX1', 'ELI3-1', 'EP3', 'PLDALPHA1', 'GSTF6', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SAM-2', 'GPX1', 'GPX2', 'HOG1', 'HPL1', 'CYP71B6', 'VEP1', 'WIN2', 'CHIA', 'HMG1', 'NIA2', 'CAD9', 'PLDBETA1', 'RNS2', 'HSC70-1', 'AT3G15350', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'PLC1', 'RNS1'}"
2,3,23,2,"{'cPGK2', 'GER2', 'MPK3', 'GRF7', 'EXO70A3', 'NIT2', 'ELI3-1', 'APX1', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'LecRK-V.5', 'ECS1', 'GS2', 'MFP2', 'LAZ5', 'FAH1', 'MEKK1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'PR4', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'HCHIB', 'PLL16', 'AIG2', 'PME1', 'GPX2', 'PRK', 'CYP71B6', 'VEP1', 'AIM1', 'NIA2', 'HMG1', 'CAD9', 'PLDBETA1', 'AT3G15350', 'ARAB-1', 'DHS1', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'RNS1'}"
2,2,23,1,"{'MYB68', 'LHB1B2', 'RBCS1B', 'AT-P4H-1', 'TBL9', 'GSTF6', 'HCHIB', 'HPL1', 'UGT88A1', 'TBL15', 'ACS2', 'EP3'}"
2,1,24,2,"{'GER2', 'GRF7', 'NIT2', 'ELI3-1', 'APX1', 'ER', 'TGG2', 'LecRK-V.5', 'GS2', 'MFP2', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'UGT88A1', 'TBL15', 'PDF1.2', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'GPX2', 'PRK', 'AIM1', 'CHIA', 'HMG1', 'NIA2', 'CAD9', 'PLDBETA1', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'DHS1', 'AIG1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'FAD2', 'WIN2'}"
2,2,24,1,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'PLL16', 'HPL1', 'TCH2', 'PME1', 'EXO70A3', 'TUB9', 'ER', 'TCH4', 'EP3', 'AT5G06940', 'OXR2', 'NDR1', 'AO1', 'PLC8', 'TGG2', 'PR5', 'TGG1', 'GSTF6', 'ADA1A', 'MEKK1', 'URE', 'UGT88A1', 'TBL15', 'ACS2', 'PR1'}"
2,1,25,1,"{'RBCS1B', 'LHB1B2', 'AT2G35790', 'TGG2', 'TBL9', 'ARAB-1', 'LAZ5', 'HCHIB', 'CYP71B6', 'AIM1', 'PR4', 'ER', 'PETE1'}"
2,2,25,2,"{'MYB68', 'HPL1', 'GSTF6', 'UGT88A1', 'TBL15', 'EP3'}"
3,1,4,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'GRF7', 'PME1', 'ER', 'AO1', 'EF1alpha', 'AT-P4H-1', 'TGG2', 'TGG1', 'ADA1A', 'PER64', 'AIG1', 'ATR2', 'AT4G16610', 'PETE1', 'PLC1', 'PR1'}"
3,0,4,0,"{'MYB68', 'RBCS1B', 'uL18-L4', 'cPGK2', 'SEH', 'GPX2', 'HCHIB', 'HPL1', 'VEP1', 'WIN2', 'APX1', 'NIA2', 'CAD9', 'LHB1B2', 'TBL9', 'ECS1', 'LAZ5', 'ATRABE1B', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'RNS1', 'GSTU19'}"
3,1,5,0,"{'MYB68', 'EF1alpha', 'cPGK2', 'PER64', 'ECS1', 'ATRABE1B', 'PRK', 'HPL1', 'PME1', 'APX1', 'TBL15', 'CAD9', 'PLC1', 'AT5G06940'}"
3,1,6,2,"{'RBCS1B', 'GPX1', 'HCHIB', 'PME1', 'AIM1', 'LOX1', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'PLDALPHA1', 'TBL9', 'PDF1.2', 'ATR2', 'AT4G16610', 'PR4', 'FAD2', 'PETE1', 'ACS2', 'PLC1'}"
3,1,7,3,"{'HCHIB', 'PLL16', 'GRF7', 'PME1', 'CCR1', 'EXO70A3', 'LOX1', 'ICK1', 'AT5G06940', 'AO1', 'PLDBETA1', 'RNS2', 'EF1alpha', 'AT3G15350', 'TBL9', 'PER64', 'WRKY11', 'PKT3', 'PR4', 'ACX2', 'PETE1', 'PLC1', 'WIN2'}"
3,1,8,2,"{'GPX1', 'UBQ4', 'AAS', 'MPK3', 'PLL16', 'PME1', 'ER', 'AO1', 'NDR1', 'EF1alpha', 'PLDALPHA1', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'PER64', 'ADA1A', 'AIG1', 'ATR2', 'AT4G16610', 'PETE1', 'ACS2', 'PLC1', 'PR1'}"
3,1,9,3,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'PDF1.2', 'PER64', 'ATR2', 'PME1', 'PR4', 'ACS2', 'PLC1'}"
3,1,10,3,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'PDF1.2', 'PER64', 'ATR2', 'HCHIB', 'PME1', 'PR4', 'PETE1', 'ACS2', 'PLC1'}"
3,0,11,2,"{'GPX1', 'cPGK2', 'SEH', 'UBQ4', 'AAS', 'GPX2', 'PLL16', 'HPL1', 'VEP1', 'APX1', 'NIA2', 'ER', 'CAD9', 'AO1', 'AT-P4H-1', 'AT2G35790', 'RNS1', 'TBL9', 'ECS1', 'AIG1', 'LAZ5', 'FAH1', 'AT4G16610', 'MPPalpha', 'PR1', 'UGT88A1', 'TBL15', 'FAD2', 'WIN2', 'GSTU19'}"
3,1,11,3,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'PDF1.2', 'PER64', 'ATR2', 'PRK', 'PME1', 'AIM1', 'ACS2', 'PLC1', 'AT5G06940'}"
3,2,12,2,"{'PRK', 'PLL16', 'CYP71B6', 'AIM1', 'LOX1', 'ICK1', 'AO1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'AT3G15350', 'ARAB-1', 'GS2', 'MFP2', 'WRKY11', 'PKT3', 'ACX2', 'ABCC2'}"
3,1,12,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'GRF7', 'PME1', 'ER', 'AO1', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'PER64', 'ADA1A', 'AIG1', 'ATR2', 'AT4G16610', 'URE', 'PETE1', 'ACS2', 'PLC1', 'PR1'}"
